supplier,item_category,order_status,compliance,quantity,order_date,delivery_date,delivery_lead_time,unit_price,negotiated_price,actual_spend,savings_per_unit,total_savings,savings_percentage,defective_units,defect_rate
Beta_Supplies,Office Supplies,Delivered,Yes,703,2023-03-18,2023-03-21,3.0,98.75,86.78,61006.340000000004,11.97,8414.91,12.120000000000001,59.0,8.392603129445234
Gamma_Co,Electronics,Delivered,Yes,1021,2022-03-13,2022-03-28,15.0,20.8,18.23,18612.83,2.57,2623.97,12.36,37.0,3.623898139079334
Beta_Supplies,Office Supplies,Delivered,Yes,1956,2023-11-12,2023-11-19,7.0,68.69,65.09,127316.04000000001,3.6,7041.6,5.24,,
Delta_Logistics,Office Supplies,Partially Delivered,No,520,2022-12-05,2022-12-12,7.0,36.57,34.78,18085.600000000002,1.79,930.8,4.89,67.0,
Delta_Logistics,MRO,Delivered,No,1216,2023-10-01,2023-10-12,11.0,66.16,63.0,76608.0,3.16,3842.56,4.78,179.0,14.720394736842104
Alpha_Inc,Raw Materials,Delivered,Yes,1165,2022-11-18,,,72.06,63.93,74478.45,8.13,9471.45,11.28,,
Delta_Logistics,Packaging,Pending,Yes,1427,2023-11-11,2023-11-29,18.0,93.99,83.6,119297.2,10.39,14826.53,11.05,213.0,
Epsilon_Group,Electronics,Delivered,Yes,883,2022-05-08,2022-05-10,2.0,29.15,25.75,22737.25,3.4,3002.2,11.66,14.0,1.5855039637599093
Delta_Logistics,Packaging,Partially Delivered,No,1873,2022-11-04,2022-11-11,7.0,11.54,9.89,18523.97,1.65,3090.45,14.299999999999999,284.0,
Epsilon_Group,Office Supplies,Delivered,Yes,776,2023-06-04,2023-06-06,2.0,24.22,22.53,17483.280000000002,1.69,1311.44,6.98,27.0,3.479381443298969
Delta_Logistics,Electronics,Delivered,No,903,2022-11-13,2022-11-24,11.0,95.55,92.45,83482.35,3.1,2799.3,3.2399999999999998,149.0,16.500553709856035
Epsilon_Group,Electronics,Delivered,Yes,100,2023-11-14,2023-11-26,12.0,98.4,85.76,8576.0,12.64,1264.0,12.85,3.0,3.0
Epsilon_Group,Office Supplies,Delivered,Yes,1738,2023-02-23,2023-03-08,13.0,67.91,61.15,106278.7,6.76,11748.88,9.950000000000001,,
Delta_Logistics,Packaging,Delivered,No,1771,2022-12-01,2022-12-14,13.0,67.57,61.48,108881.07999999999,6.09,10785.39,9.01,280.0,15.810276679841898
Epsilon_Group,Electronics,Delivered,No,624,2023-02-17,2023-02-23,6.0,74.39,66.3,41371.2,8.09,5048.16,10.879999999999999,18.0,2.8846153846153846
Alpha_Inc,Packaging,Partially Delivered,Yes,1263,2023-12-15,2023-12-31,16.0,28.75,27.1,34227.3,1.65,2083.95,5.74,26.0,
Gamma_Co,Electronics,Cancelled,Yes,1198,2022-10-30,2022-11-16,17.0,96.45,90.09,107927.82,6.36,7619.28,6.59,,
Epsilon_Group,Raw Materials,Delivered,No,199,2023-07-22,2023-07-25,3.0,51.98,45.64,9082.36,6.34,1261.66,12.2,,
Epsilon_Group,MRO,Pending,Yes,363,2022-05-11,2022-05-14,3.0,45.37,38.73,14058.989999999998,6.64,2410.32,14.64,,
Alpha_Inc,Office Supplies,Delivered,Yes,619,2022-07-16,2022-07-22,6.0,58.4,51.04,31593.76,7.36,4555.84,12.6,,
Alpha_Inc,MRO,Delivered,Yes,1415,2023-03-07,2023-03-18,11.0,15.22,13.56,19187.4,1.66,2348.9,10.91,30.0,2.1201413427561837
Beta_Supplies,Packaging,Delivered,No,354,2023-11-12,2023-11-23,11.0,27.71,23.87,8449.98,3.84,1359.36,13.86,39.0,11.016949152542372
Gamma_Co,MRO,Delivered,Yes,1765,2023-01-24,2023-02-03,10.0,81.01,78.43,138428.95,2.58,4553.7,3.18,78.0,4.419263456090651
Beta_Supplies,MRO,Delivered,No,731,2023-11-25,2023-12-09,14.0,19.37,17.3,12646.300000000001,2.07,1513.17,10.69,69.0,9.439124487004104
Epsilon_Group,MRO,Delivered,Yes,887,2022-06-28,2022-07-13,15.0,65.89,59.67,52927.29,6.22,5517.14,9.44,29.0,3.269447576099211
Alpha_Inc,MRO,Delivered,Yes,1856,2023-09-23,2023-09-25,2.0,35.29,32.41,60152.95999999999,2.88,5345.28,8.16,26.0,1.4008620689655173
Epsilon_Group,Office Supplies,Delivered,Yes,1127,2023-08-06,2023-08-18,12.0,49.32,46.49,52394.23,2.83,3189.41,5.74,30.0,2.6619343389529724
Delta_Logistics,Raw Materials,Delivered,Yes,1052,2022-11-05,2022-11-19,14.0,37.78,32.6,34295.200000000004,5.18,5449.36,13.71,162.0,15.399239543726237
Gamma_Co,Raw Materials,Delivered,No,493,2023-02-20,2023-02-22,2.0,44.74,41.44,20429.92,3.3,1626.9,7.380000000000001,24.0,4.86815415821501
Delta_Logistics,MRO,Partially Delivered,Yes,662,2023-07-16,2023-07-29,13.0,81.44,71.33,47220.46,10.11,6692.82,12.41,87.0,
Alpha_Inc,Raw Materials,Delivered,Yes,1042,2022-01-01,2022-01-07,6.0,36.74,35.78,37282.76,0.96,1000.32,2.6100000000000003,33.0,3.166986564299424
Alpha_Inc,Raw Materials,Delivered,Yes,313,2022-11-08,,,64.03,57.74,18072.62,6.29,1968.77,9.82,1.0,
Alpha_Inc,Office Supplies,Delivered,Yes,1126,2022-10-21,2022-11-10,20.0,55.22,50.38,56727.880000000005,4.84,5449.84,8.76,,
Gamma_Co,MRO,Delivered,Yes,1645,2022-08-04,2022-08-19,15.0,72.17,64.0,105280.0,8.17,13439.65,11.32,79.0,4.802431610942249
Beta_Supplies,Packaging,Delivered,Yes,1053,2023-03-17,2023-03-20,3.0,100.92,92.35,97244.54999999999,8.57,9024.21,8.49,104.0,9.876543209876543
Epsilon_Group,MRO,Delivered,Yes,1693,2023-08-17,2023-08-29,12.0,83.14,73.3,124096.9,9.84,16659.12,11.84,62.0,3.662138216184288
Epsilon_Group,Raw Materials,Pending,Yes,54,2023-09-14,2023-10-03,19.0,32.28,28.65,1547.1,3.63,196.02,11.25,3.0,
Epsilon_Group,Packaging,Delivered,Yes,1176,2023-11-02,2023-11-07,5.0,14.22,12.21,14358.960000000001,2.01,2363.76,14.14,33.0,2.806122448979592
Epsilon_Group,Raw Materials,Delivered,Yes,1269,2022-11-26,2022-12-08,12.0,35.28,33.7,42765.3,1.58,2005.02,4.4799999999999995,35.0,2.7580772261623325
Epsilon_Group,Raw Materials,Delivered,Yes,823,2023-04-22,2023-04-25,3.0,68.32,64.46,53050.579999999994,3.86,3176.78,5.65,19.0,2.3086269744835968
Beta_Supplies,Electronics,Delivered,No,926,2023-03-29,2023-04-15,17.0,15.65,13.49,12491.74,2.16,2000.16,13.8,94.0,10.151187904967603
Delta_Logistics,Electronics,Cancelled,No,1041,2023-03-29,2023-04-09,11.0,58.5,52.54,54694.14,5.96,6204.36,10.190000000000001,170.0,
Gamma_Co,Electronics,Pending,Yes,933,2023-11-23,2023-12-01,8.0,70.72,65.47,61083.51,5.25,4898.25,7.42,42.0,
Delta_Logistics,Raw Materials,Delivered,Yes,1423,2022-08-07,,,41.48,40.9,58200.7,0.58,825.34,1.4000000000000001,199.0,
Delta_Logistics,MRO,Delivered,No,96,2023-06-08,2023-06-14,6.0,86.13,80.32,7710.719999999999,5.81,557.76,6.75,12.0,12.5
Epsilon_Group,MRO,Delivered,Yes,916,2023-04-30,2023-05-13,13.0,21.06,19.53,17889.48,1.53,1401.48,7.26,25.0,2.7292576419213974
Epsilon_Group,Raw Materials,Delivered,Yes,872,2022-06-23,,,17.18,16.63,14501.359999999999,0.55,479.6,3.2,20.0,
Beta_Supplies,Electronics,Delivered,No,985,2023-11-06,2023-11-15,9.0,83.85,80.88,79666.79999999999,2.97,2925.45,3.54,,
Gamma_Co,Raw Materials,Delivered,Yes,1893,2022-03-28,2022-04-04,7.0,55.14,50.1,94839.3,5.04,9540.72,9.139999999999999,98.0,5.176967776016904
Alpha_Inc,MRO,Delivered,Yes,705,2022-10-18,,,75.19,69.55,49032.75,5.64,3976.2,7.5,19.0,
Delta_Logistics,MRO,Delivered,No,318,2023-06-12,2023-06-28,16.0,53.31,51.78,16466.04,1.53,486.54,2.87,,
Alpha_Inc,Office Supplies,Pending,Yes,419,2023-11-11,2023-11-16,5.0,35.72,32.74,13718.060000000001,2.98,1248.62,8.34,7.0,
Gamma_Co,MRO,Delivered,Yes,685,2023-10-11,2023-10-26,15.0,92.51,90.05,61684.25,2.46,1685.1,2.6599999999999997,38.0,5.547445255474453
Delta_Logistics,Office Supplies,Partially Delivered,Yes,1179,2023-09-27,2023-10-12,15.0,90.14,82.63,97420.76999999999,7.51,8854.29,8.33,194.0,
Alpha_Inc,Raw Materials,Delivered,Yes,1743,2022-12-10,,,76.51,65.88,114828.84,10.63,18528.09,13.889999999999999,40.0,
Alpha_Inc,MRO,Delivered,Yes,1732,2022-04-06,2022-04-17,11.0,35.01,34.18,59199.76,0.83,1437.56,2.37,40.0,2.3094688221709005
Beta_Supplies,Office Supplies,Delivered,No,706,2022-08-29,2022-09-01,3.0,65.33,62.06,43814.36,3.27,2308.62,5.01,60.0,8.498583569405099
Gamma_Co,MRO,Cancelled,Yes,169,2023-11-20,2023-11-30,10.0,47.16,43.4,7334.599999999999,3.76,635.44,7.969999999999999,,
Gamma_Co,Office Supplies,Pending,No,880,2022-11-14,2022-11-20,6.0,19.15,18.69,16447.2,0.46,404.8,2.4,,
Gamma_Co,MRO,Delivered,No,1860,2022-08-19,2022-08-25,6.0,95.8,92.17,171436.2,3.63,6751.8,3.7900000000000005,105.0,5.64516129032258
Delta_Logistics,MRO,Delivered,Yes,1677,2022-07-23,2022-08-09,17.0,22.98,21.71,36407.67,1.27,2129.79,5.53,246.0,14.669051878354203
Beta_Supplies,Packaging,Partially Delivered,Yes,1131,2022-05-31,2022-06-07,7.0,97.43,91.28,103237.68000000001,6.15,6955.65,6.3100000000000005,103.0,
Epsilon_Group,Raw Materials,Cancelled,Yes,1419,2022-01-26,2022-02-03,8.0,50.14,43.46,61669.74,6.68,9478.92,13.320000000000002,,
Delta_Logistics,Raw Materials,Pending,Yes,790,2022-02-17,2022-02-18,1.0,26.8,25.62,20239.8,1.18,932.2,4.3999999999999995,115.0,
Gamma_Co,MRO,Pending,Yes,1547,2022-09-08,2022-09-27,19.0,61.12,53.43,82656.21,7.69,11896.43,12.58,77.0,
Delta_Logistics,Office Supplies,Cancelled,Yes,166,2023-05-02,2023-05-20,18.0,95.65,94.48,15683.68,1.17,194.22,1.22,23.0,
Alpha_Inc,Electronics,Delivered,Yes,1903,2023-09-18,2023-09-21,3.0,83.49,82.33,156673.99,1.16,2207.48,1.39,43.0,2.2595901208617972
Delta_Logistics,Office Supplies,Partially Delivered,Yes,840,2022-03-16,2022-03-29,13.0,83.42,80.35,67494.0,3.07,2578.8,3.6799999999999997,153.0,
Delta_Logistics,MRO,Delivered,Yes,1200,2023-04-12,,,74.49,64.63,77556.0,9.86,11832.0,13.239999999999998,161.0,
Gamma_Co,Raw Materials,Delivered,Yes,1466,2023-03-01,2023-03-18,17.0,77.37,70.35,103133.09999999999,7.02,10291.32,9.07,72.0,4.911323328785812
Alpha_Inc,Office Supplies,Delivered,Yes,1981,2023-10-07,2023-10-21,14.0,95.5,94.39,186986.59,1.11,2198.91,1.16,49.0,2.4734982332155475
Gamma_Co,Packaging,Delivered,Yes,1062,2023-08-13,2023-08-16,3.0,35.55,32.38,34387.560000000005,3.17,3366.54,8.92,,
Alpha_Inc,MRO,Delivered,Yes,1714,2022-07-19,2022-07-30,11.0,55.67,55.09,94424.26000000001,0.58,994.12,1.04,42.0,2.4504084014002334
Alpha_Inc,Office Supplies,Delivered,Yes,1131,2023-12-15,2023-12-30,15.0,33.35,31.28,35377.68,2.07,2341.17,6.21,23.0,2.033598585322723
Alpha_Inc,Office Supplies,Delivered,Yes,683,2023-01-29,2023-02-15,17.0,104.82,101.34,69215.22,3.48,2376.84,3.32,,
Gamma_Co,Packaging,Partially Delivered,Yes,562,2023-05-22,2023-06-09,18.0,102.56,90.88,51074.56,11.68,6564.16,11.39,38.0,
Alpha_Inc,Electronics,Delivered,Yes,1824,2023-02-14,2023-02-20,6.0,14.43,14.11,25736.64,0.32,583.68,2.22,36.0,1.9736842105263157
Beta_Supplies,Electronics,Partially Delivered,Yes,851,2022-09-07,2022-09-12,5.0,76.44,74.76,63620.76,1.68,1429.68,2.1999999999999997,91.0,
Beta_Supplies,Office Supplies,Delivered,Yes,1169,2022-06-01,2022-06-03,2.0,95.6,82.16,96045.04,13.44,15711.36,14.06,103.0,8.810949529512403
Epsilon_Group,MRO,Delivered,Yes,1711,2023-11-03,2023-11-20,17.0,29.14,26.35,45084.850000000006,2.79,4773.69,9.569999999999999,48.0,2.805376972530684
Beta_Supplies,Packaging,Pending,Yes,1191,2023-12-06,2023-12-12,6.0,68.14,61.71,73496.61,6.43,7658.13,9.44,112.0,
Epsilon_Group,Electronics,Delivered,Yes,609,2022-01-06,2022-01-14,8.0,92.39,82.75,50394.75,9.64,5870.76,10.43,29.0,4.761904761904762
Beta_Supplies,Office Supplies,Delivered,Yes,1674,2022-04-20,2022-05-07,17.0,13.25,11.77,19702.98,1.48,2477.52,11.17,181.0,10.81242532855436
Gamma_Co,MRO,Delivered,Yes,537,2023-03-12,2023-03-15,3.0,77.86,71.18,38223.66,6.68,3587.16,8.58,20.0,3.7243947858473
Epsilon_Group,Electronics,Delivered,Yes,1310,2022-08-13,2022-08-31,18.0,38.05,37.0,48470.0,1.05,1375.5,2.76,45.0,3.435114503816794
Delta_Logistics,Raw Materials,Delivered,Yes,1958,2022-06-30,2022-07-10,10.0,95.53,91.72,179587.76,3.81,7459.98,3.9899999999999998,308.0,15.730337078651685
Delta_Logistics,Office Supplies,Delivered,Yes,946,2023-12-14,2023-12-17,3.0,108.6,101.78,96283.88,6.82,6451.72,6.279999999999999,146.0,15.433403805496829
Beta_Supplies,Packaging,Partially Delivered,Yes,1345,2023-06-15,2023-06-21,6.0,103.06,95.14,127963.3,7.92,10652.4,7.68,,
Delta_Logistics,MRO,Delivered,No,1262,2023-04-21,2023-05-10,19.0,56.63,51.46,64942.520000000004,5.17,6524.54,9.13,,
Beta_Supplies,Office Supplies,Pending,Yes,753,2022-02-21,2022-03-13,20.0,88.02,79.92,60179.76,8.1,6099.3,9.2,75.0,
Beta_Supplies,Electronics,Delivered,Yes,1520,2023-07-25,2023-08-14,20.0,93.75,81.63,124077.59999999999,12.12,18422.4,12.93,149.0,9.802631578947368
Delta_Logistics,Office Supplies,Delivered,Yes,630,2022-09-13,2022-10-02,19.0,40.27,37.54,23650.2,2.73,1719.9,6.78,76.0,12.063492063492063
Delta_Logistics,Office Supplies,Delivered,Yes,839,2022-05-05,2022-05-06,1.0,86.29,82.51,69225.89,3.78,3171.42,4.38,110.0,13.110846245530395
Alpha_Inc,Electronics,Delivered,Yes,910,2023-04-13,2023-05-02,19.0,14.33,14.07,12803.7,0.26,236.6,1.81,27.0,2.9670329670329667
Epsilon_Group,Raw Materials,Delivered,Yes,296,2022-05-17,2022-05-24,7.0,64.94,63.61,18828.56,1.33,393.68,2.0500000000000003,,
Beta_Supplies,MRO,Delivered,Yes,1149,2023-04-21,2023-05-05,14.0,33.0,30.65,35216.85,2.35,2700.15,7.12,141.0,12.27154046997389
Delta_Logistics,Electronics,Delivered,No,203,2023-11-15,2023-11-16,1.0,23.14,20.0,4060.0,3.14,637.42,13.569999999999999,,
Epsilon_Group,Office Supplies,Delivered,Yes,1729,2023-06-28,2023-07-16,18.0,18.36,16.34,28251.86,2.02,3492.58,11.0,47.0,2.7183342972816655
Delta_Logistics,Office Supplies,Delivered,Yes,1508,2023-07-27,2023-08-06,10.0,79.21,73.27,110491.15999999999,5.94,8957.52,7.5,226.0,14.986737400530503
Delta_Logistics,Packaging,Partially Delivered,No,1046,2023-09-02,2023-09-15,13.0,44.65,40.1,41944.6,4.55,4759.3,10.190000000000001,165.0,
Alpha_Inc,Office Supplies,Delivered,Yes,1159,2022-11-21,2022-11-24,3.0,78.99,71.69,83088.70999999999,7.3,8460.7,9.24,14.0,1.2079378774805867
Beta_Supplies,Electronics,Delivered,No,746,2023-03-30,2023-04-05,6.0,16.99,15.35,11451.1,1.64,1223.44,9.65,69.0,9.249329758713138
Beta_Supplies,Packaging,Delivered,Yes,1358,2023-09-20,2023-10-06,16.0,42.21,38.75,52622.5,3.46,4698.68,8.200000000000001,128.0,9.425625920471282
Gamma_Co,Office Supplies,Delivered,Yes,1293,2023-06-01,2023-06-12,11.0,63.53,59.42,76830.06,4.11,5314.23,6.47,79.0,6.109822119102862
Alpha_Inc,Electronics,Delivered,Yes,1142,2023-03-13,2023-03-24,11.0,86.85,74.28,84827.76,12.57,14354.94,14.469999999999999,30.0,2.626970227670753
Epsilon_Group,MRO,Delivered,Yes,1120,2023-07-16,2023-07-27,11.0,42.17,37.47,41966.4,4.7,5264.0,11.15,33.0,2.946428571428571
Alpha_Inc,MRO,Delivered,Yes,1058,2023-04-02,2023-04-14,12.0,71.3,62.04,65638.31999999999,9.26,9797.08,12.989999999999998,,
Epsilon_Group,Office Supplies,Delivered,Yes,143,2022-06-12,,,91.98,86.02,12300.859999999999,5.96,852.28,6.4799999999999995,5.0,
Beta_Supplies,MRO,Delivered,Yes,1823,2023-05-02,2023-05-14,12.0,70.66,66.92,121995.16,3.74,6818.02,5.29,202.0,11.080636313768514
Gamma_Co,Office Supplies,Delivered,Yes,1007,2023-04-06,2023-04-10,4.0,33.29,28.48,28679.36,4.81,4843.67,14.45,49.0,4.865938430983118
Gamma_Co,Packaging,Delivered,No,1061,2022-09-23,2022-10-08,15.0,12.68,12.36,13113.96,0.32,339.52,2.52,56.0,5.27803958529689
Beta_Supplies,MRO,Pending,Yes,502,2022-09-11,2022-09-26,15.0,91.84,82.33,41329.659999999996,9.51,4774.02,10.35,,
Delta_Logistics,Packaging,Delivered,No,1277,2023-10-15,2023-10-19,4.0,13.17,11.63,14851.51,1.54,1966.58,11.690000000000001,199.0,15.58339859044636
Alpha_Inc,Packaging,Delivered,Yes,961,2022-10-11,2022-10-24,13.0,92.72,88.49,85038.89,4.23,4065.03,4.5600000000000005,22.0,2.2892819979188346
Gamma_Co,Packaging,Delivered,Yes,267,2023-06-18,2023-07-02,14.0,62.5,61.18,16335.06,1.32,352.44,2.11,17.0,6.367041198501873
Delta_Logistics,Raw Materials,Cancelled,Yes,523,2023-05-12,2023-05-18,6.0,102.08,99.59,52085.57,2.49,1302.27,2.44,,
Epsilon_Group,Electronics,Pending,Yes,481,2023-10-04,2023-10-23,19.0,90.49,77.17,37118.770000000004,13.32,6406.92,14.719999999999999,,
Gamma_Co,Office Supplies,Delivered,Yes,390,2022-09-02,2022-09-09,7.0,103.81,100.12,39046.8,3.69,1439.1,3.55,20.0,5.128205128205128
Epsilon_Group,Packaging,Delivered,Yes,600,2022-10-09,2022-10-25,16.0,43.43,38.76,23256.0,4.67,2802.0,10.75,22.0,3.6666666666666665
Delta_Logistics,Office Supplies,Delivered,No,1685,2023-03-27,,,84.58,75.21,126728.84999999999,9.37,15788.45,11.08,253.0,
Epsilon_Group,Packaging,Cancelled,Yes,1362,2022-03-21,2022-03-31,10.0,46.64,42.85,58361.700000000004,3.79,5161.98,8.129999999999999,33.0,
Delta_Logistics,Electronics,Pending,Yes,1327,2024-01-01,2024-01-04,3.0,59.57,56.44,74895.87999999999,3.13,4153.51,5.25,169.0,
Epsilon_Group,MRO,Delivered,Yes,1807,2022-10-20,,,69.47,60.0,108420.0,9.47,17112.29,13.63,50.0,
Alpha_Inc,Office Supplies,Pending,Yes,406,2022-08-29,2022-09-06,8.0,91.73,89.13,36186.78,2.6,1055.6,2.83,,
Gamma_Co,Raw Materials,Partially Delivered,No,72,2022-10-06,2022-10-18,12.0,103.0,89.49,6443.28,13.51,972.72,13.120000000000001,1.0,
Gamma_Co,Office Supplies,Delivered,No,1835,2022-12-10,2022-12-20,10.0,83.5,82.36,151130.6,1.14,2091.9,1.37,85.0,4.632152588555858
Delta_Logistics,Electronics,Pending,No,571,2022-11-24,2022-12-10,16.0,49.98,45.58,26026.18,4.4,2512.4,8.799999999999999,,
Epsilon_Group,Packaging,Delivered,Yes,1831,2023-07-08,2023-07-09,1.0,52.24,50.44,92355.64,1.8,3295.8,3.45,60.0,3.2768978700163847
Beta_Supplies,Office Supplies,Pending,Yes,1910,2022-03-24,2022-04-07,14.0,77.15,68.49,130815.9,8.66,16540.6,11.219999999999999,170.0,
Gamma_Co,Electronics,Partially Delivered,Yes,1173,2022-05-22,2022-05-31,9.0,32.12,29.18,34228.14,2.94,3448.62,9.15,,
Epsilon_Group,Packaging,Partially Delivered,Yes,851,2022-06-04,2022-06-17,13.0,20.44,19.22,16356.22,1.22,1038.22,5.970000000000001,22.0,
Epsilon_Group,MRO,Cancelled,Yes,1253,2022-08-25,2022-09-07,13.0,43.38,38.01,47626.53,5.37,6728.61,12.379999999999999,34.0,
Alpha_Inc,Electronics,Delivered,Yes,1296,2023-01-28,2023-02-15,18.0,38.0,33.42,43312.32,4.58,5935.68,12.049999999999999,33.0,2.5462962962962963
Beta_Supplies,Raw Materials,Delivered,Yes,1979,2023-12-12,2023-12-30,18.0,40.88,39.46,78091.34,1.42,2810.18,3.47,221.0,11.167256189994946
Gamma_Co,Office Supplies,Delivered,Yes,811,2022-06-06,2022-06-19,13.0,31.8,30.33,24597.629999999997,1.47,1192.17,4.62,58.0,7.151664611590629
Alpha_Inc,Electronics,Delivered,Yes,1732,2023-12-25,2024-01-12,18.0,15.37,14.7,25460.399999999998,0.67,1160.44,4.36,38.0,2.1939953810623556
Beta_Supplies,Packaging,Delivered,Yes,491,2022-08-08,2022-08-28,20.0,12.01,11.67,5729.97,0.34,166.94,2.83,47.0,9.572301425661914
Gamma_Co,Packaging,Cancelled,Yes,1681,2022-03-07,2022-03-11,4.0,99.88,96.38,162014.78,3.5,5883.5,3.5000000000000004,90.0,
Alpha_Inc,Raw Materials,Partially Delivered,Yes,818,2023-03-01,2023-03-05,4.0,51.89,47.85,39141.3,4.04,3304.72,7.79,12.0,
Beta_Supplies,Office Supplies,Delivered,Yes,1065,2023-02-22,2023-03-05,11.0,47.49,41.42,44112.3,6.07,6464.55,12.78,113.0,10.610328638497652
Gamma_Co,Packaging,Delivered,Yes,1398,2022-12-05,2022-12-17,12.0,75.08,67.09,93791.82,7.99,11170.02,10.639999999999999,57.0,4.07725321888412
Beta_Supplies,Packaging,Delivered,Yes,565,2023-07-10,2023-07-17,7.0,32.31,29.76,16814.4,2.55,1440.75,7.89,60.0,10.619469026548673
Epsilon_Group,Packaging,Pending,Yes,1089,2023-04-23,2023-05-06,13.0,102.66,89.21,97149.68999999999,13.45,14647.05,13.100000000000001,33.0,
Delta_Logistics,Electronics,Delivered,No,841,2023-03-02,2023-03-04,2.0,86.43,83.77,70450.56999999999,2.66,2237.06,3.08,125.0,14.863258026159334
Delta_Logistics,Electronics,Delivered,Yes,385,2022-03-05,2022-03-16,11.0,18.23,17.74,6829.9,0.49,188.65,2.69,,
Epsilon_Group,Office Supplies,Delivered,Yes,1832,2022-07-31,2022-08-17,17.0,49.01,41.86,76687.52,7.15,13098.8,14.59,52.0,2.8384279475982535
Beta_Supplies,Raw Materials,Delivered,Yes,307,2023-03-07,2023-03-27,20.0,95.36,83.63,25674.41,11.73,3601.11,12.3,29.0,9.446254071661238
Epsilon_Group,Office Supplies,Delivered,Yes,546,2023-02-03,2023-02-08,5.0,101.2,97.82,53409.719999999994,3.38,1845.48,3.34,21.0,3.8461538461538463
Delta_Logistics,Raw Materials,Delivered,No,945,2023-08-22,2023-09-11,20.0,57.01,55.14,52107.3,1.87,1767.15,3.2800000000000002,147.0,15.555555555555555
Delta_Logistics,MRO,Pending,Yes,209,2023-12-14,2023-12-27,13.0,72.71,64.34,13447.060000000001,8.37,1749.33,11.51,39.0,
Beta_Supplies,Packaging,Delivered,Yes,1548,2022-01-21,,,25.03,22.87,35402.76,2.16,3343.68,8.63,,
Delta_Logistics,Raw Materials,Delivered,Yes,901,2023-08-13,2023-08-23,10.0,108.63,106.3,95776.3,2.33,2099.33,2.1399999999999997,141.0,15.64927857935627
Epsilon_Group,Packaging,Delivered,Yes,1737,2023-01-25,2023-02-11,17.0,32.7,31.02,53881.74,1.68,2918.16,5.140000000000001,48.0,2.763385146804836
Beta_Supplies,Raw Materials,Delivered,Yes,1981,2023-05-04,2023-05-22,18.0,102.43,90.99,180251.19,11.44,22662.64,11.17,204.0,10.297829379101465
Epsilon_Group,MRO,Pending,Yes,739,2022-01-07,2022-01-26,19.0,68.47,66.09,48840.51,2.38,1758.82,3.4799999999999995,19.0,
Beta_Supplies,Raw Materials,Delivered,Yes,1748,2022-12-27,2022-12-28,1.0,68.25,62.84,109844.32,5.41,9456.68,7.93,171.0,9.782608695652174
Delta_Logistics,Office Supplies,Cancelled,No,429,2022-11-02,2022-11-06,4.0,58.95,55.35,23745.15,3.6,1544.4,6.11,59.0,
Gamma_Co,Electronics,Delivered,Yes,1618,2023-02-04,,,32.76,28.41,45967.38,4.35,7038.3,13.28,62.0,
Beta_Supplies,Packaging,Delivered,No,1006,2023-03-06,2023-03-07,1.0,27.7,23.66,23801.96,4.04,4064.24,14.580000000000002,101.0,10.03976143141153
Beta_Supplies,Electronics,Partially Delivered,Yes,740,2023-07-06,2023-07-15,9.0,32.53,29.35,21719.0,3.18,2353.2,9.78,84.0,
Gamma_Co,Raw Materials,Delivered,Yes,1500,2023-07-14,,,29.19,27.24,40860.0,1.95,2925.0,6.68,72.0,
Delta_Logistics,Office Supplies,Cancelled,Yes,1686,2023-09-10,2023-09-29,19.0,88.18,77.15,130074.90000000001,11.03,18596.58,12.509999999999998,,
Epsilon_Group,Raw Materials,Cancelled,Yes,1341,2022-08-14,2022-08-16,2.0,42.96,41.75,55986.75,1.21,1622.61,2.82,39.0,
Alpha_Inc,MRO,Cancelled,Yes,1908,2023-05-15,2023-05-21,6.0,16.42,15.31,29211.48,1.11,2117.88,6.76,36.0,
Gamma_Co,MRO,Partially Delivered,Yes,1650,2022-08-13,2022-09-02,20.0,100.62,90.45,149242.5,10.17,16780.5,10.11,85.0,
Alpha_Inc,MRO,Delivered,Yes,1490,2022-10-07,2022-10-20,13.0,93.57,81.68,121703.20000000001,11.89,17716.1,12.709999999999999,29.0,1.9463087248322148
Delta_Logistics,Raw Materials,Delivered,Yes,1241,2023-03-23,2023-03-31,8.0,100.04,97.56,121071.96,2.48,3077.68,2.48,187.0,15.068493150684931
Beta_Supplies,MRO,Delivered,Yes,1915,2023-05-13,2023-05-17,4.0,107.51,102.66,196593.9,4.85,9287.75,4.51,184.0,9.608355091383812
Beta_Supplies,Raw Materials,Delivered,Yes,1116,2022-01-30,2022-02-14,15.0,25.65,24.28,27096.48,1.37,1528.92,5.34,121.0,10.842293906810035
Delta_Logistics,Raw Materials,Delivered,Yes,1629,2023-02-03,2023-02-08,5.0,48.63,43.28,70503.12,5.35,8715.15,11.0,260.0,15.960712093308778
Epsilon_Group,Office Supplies,Delivered,Yes,334,2022-12-11,2022-12-18,7.0,82.54,74.63,24926.42,7.91,2641.94,9.58,,
Epsilon_Group,Packaging,Delivered,Yes,446,2023-11-16,2023-12-06,20.0,80.63,70.37,31385.02,10.26,4575.96,12.72,,
Delta_Logistics,Electronics,Delivered,Yes,61,2023-11-27,,,26.47,24.62,1501.8200000000002,1.85,112.85,6.99,6.0,
Delta_Logistics,Packaging,Delivered,Yes,1680,2023-02-19,2023-02-21,2.0,88.85,87.53,147050.4,1.32,2217.6,1.49,,
Delta_Logistics,Electronics,Delivered,Yes,1375,2022-06-19,2022-07-06,17.0,30.95,30.02,41277.5,0.93,1278.75,3.0,223.0,16.21818181818182
